dataset,traj_id,missing_count,player_mae_m,player_rmse_m,b23_mae_m,b23_rmse_m,b28_mae_m,b28_rmse_m,player_minus_b23_mae_m,player_minus_b28_mae_m
16,12947,81,284.5184522201977,296.81511354715263,114.09759146879804,135.6952767737333,115.58799886270513,134.29553755447105,170.42086075139963,168.93045335749252
16,13350,167,328.62612371970613,410.7341814196901,115.76980306521166,153.1595318184434,114.56207578813721,155.30323237986573,212.85632065449448,214.06404793156892
16,13686,58,528.8350482235281,565.7524483751898,94.1565270770742,116.46868841039695,88.74295333560482,112.06644091107692,434.67852114645393,440.0920948879233
16,13874,124,309.023463079045,392.6757689556794,83.29763325585431,102.28077233648719,81.00797668304742,102.65734708906211,225.72582982319068,228.01548639599756
16,14085,90,317.580327381431,362.4292022320165,122.78719273137268,163.97836812421662,120.99354594675155,164.43367651429128,194.79313465005833,196.58678143467944
16,14106,46,113.14940803245898,137.49937640966314,105.78329700005948,128.47195616669586,107.1852379192198,130.1065581799371,7.366111032399502,5.964170113239177
16,14632,99,523.2412085754002,606.5697914905404,127.58075363997496,192.66252713649078,132.00353370478456,198.55802766726217,395.6604549354252,391.2376748706156
16,14748,57,155.51547946766897,182.14182061317393,116.09499013824632,148.0073779369732,109.3875661612032,140.99477052029096,39.42048932942265,46.12791330646577
16,15441,101,391.7037498241061,510.5937873023626,145.09870812938317,211.60045560313085,136.71040047551486,199.07386726868455,246.60504169472296,254.99334934859127
16,15760,112,291.71077279029174,435.5013354631827,88.44934948374855,114.92560877267937,74.9431849946126,93.08044478420649,203.26142330654318,216.76758779567916
16,15923,48,343.8481457118449,406.49762369373,80.54844391447484,89.28953004984103,82.17847911418976,92.3766309852652,263.29970179737006,261.6696665976551
16,16279,75,523.5375886163928,895.4428713634586,132.12887893427927,193.2883481074816,117.2291296655053,169.9692060794902,391.4087096821135,406.3084589508875
16,16518,78,337.4469874083991,340.4956399441931,119.61355498283167,155.28607677343751,86.36778326790146,112.19880309265427,217.83343242556742,251.0792041404976
