dataset,traj_id,missing_count,player_mae_m,player_rmse_m,b23_mae_m,b23_rmse_m,b28_mae_m,b28_rmse_m,player_minus_b23_mae_m,player_minus_b28_mae_m
8,524,72,8.545235014087497,18.570233862203462,52.34595735677955,99.32189272219907,32.090850532013775,52.1714520814819,-43.800722342692055,-23.54561551792628
8,1479,50,38.27483394724731,76.55859524325766,47.91561660959409,82.30811055151656,45.769617966271284,78.61011609358157,-9.64078266234678,-7.4947840190239745
8,1696,42,8.76678611739543,11.429035816105554,15.126524542386159,27.004030741102454,16.29257712068826,25.56792495131167,-6.359738424990729,-7.525791003292831
8,1889,68,13.92808837610237,32.98539517902518,13.428862135540854,27.89930189432222,9.370005279077906,20.612618727892595,0.49922624056151577,4.558083097024463
8,2448,63,23.732119057604802,68.40977476522167,26.004137508015003,57.61080062678152,23.882395997683236,54.86977340153066,-2.272018450410201,-0.1502769400784345
8,2502,45,12.819245962350154,29.477018626606448,52.293250621596414,91.85430798528928,54.61930742950737,98.50786521844265,-39.47400465924626,-41.80006146715722
8,3234,56,24.95521168157189,66.61579806506313,33.64790238833734,69.15269094228744,34.701222881461646,71.1755763107704,-8.692690706765454,-9.746011199889757
8,3394,79,18.631764434487586,35.5550805634516,9.597753611656362,17.369954572315226,12.417785780830274,25.463886069955965,9.034010822831224,6.213978653657312
8,4906,60,30.333102203437992,60.44809997748141,24.134527973216205,46.290961900802834,27.20992371950341,51.747104758265536,6.198574230221787,3.1231784839345806
8,4967,84,32.263813516228595,70.8853345018726,18.288137781977095,30.574779673049985,28.731479391818734,52.30945914183947,13.9756757342515,3.5323341244098607
8,5367,59,39.424537174896365,70.37351836008723,44.360693931235325,90.7709714923313,30.570857033271654,59.340421243857676,-4.93615675633896,8.85368014162471
8,5750,49,39.47268446643512,101.88689274582823,49.73043414278778,104.35688014815256,58.81904358518574,109.92353722764065,-10.25774967635266,-19.34635911875062
8,5857,55,3.76502612618588,6.044239716257366,10.808976268823228,22.734993065733775,9.737255808424576,18.827648138654066,-7.043950142637348,-5.972229682238696
8,6046,46,33.18653744283005,91.09634735777483,37.19638617241928,92.73147954240766,33.2368706618116,89.10652439983919,-4.00984872958923,-0.05033321898154952
8,6197,63,11.545832457999675,25.3951075394788,16.172199484276756,33.56858917127924,16.53572601961734,30.557533514007773,-4.626367026277082,-4.989893561617665
8,6824,57,3.609511728535563,6.959624462311645,37.948377110454715,94.94168149900555,25.94815610776862,55.66548167071256,-34.33886538191915,-22.33864437923306
8,7088,56,6.438822102187368,10.158508510874643,13.529697852775568,22.229631230349973,11.077253017534249,21.10850324855416,-7.0908757505882,-4.638430915346881
8,7426,42,7.523417247171643,12.256924671335584,5.1688676995303116,8.141164771482119,4.696647134406571,8.32087392967295,2.354549547641332,2.8267701127650726
8,7453,57,24.161002359257523,74.604778046626,24.405973605917694,55.86626294099902,30.386116378216656,63.21349661725355,-0.244971246660171,-6.2251140189591325
8,8066,53,4.6507370116542255,7.289975842498382,20.72586242193793,41.33808953747587,17.58338277875674,33.76761005940706,-16.075125410283704,-12.932645767102514
8,8287,70,11.814796549751652,34.01995805126602,12.401166738962349,28.924482419529642,13.671467344201599,33.3778131690129,-0.5863701892106974,-1.856670794449947
8,8999,90,11.720347054857466,22.239287956588395,14.33475576620007,26.942514663919606,12.919087004594672,24.6386435406545,-2.6144087113426036,-1.198739949737206
8,9021,63,10.049458261421371,20.115004317734854,16.897826535112905,33.61758903798599,14.759912216605604,33.61165112453101,-6.848368273691534,-4.710453955184233
8,9145,85,5.701135279593224,9.659208926892353,5.062094985964684,15.321013895098583,5.420361684815344,14.84971592114532,0.6390402936285398,0.2807735947778802
8,10823,63,4.254321322514111,9.80241984899578,6.288902848285676,11.09443981035017,5.670230157476515,12.687568572616463,-2.0345815257715643,-1.4159088349624032
8,10948,45,1.3206244661274371,2.335044034025972,4.98359830730524,9.673987995945406,6.288873148527414,13.895299164058507,-3.6629738411778026,-4.968248682399977
8,11235,97,31.78474538603317,79.51871578714713,14.886525117379602,30.155360378937434,13.51751617406994,26.3944881986284,16.898220268653567,18.26722921196323
8,11432,52,6.771680481615091,11.936472326635013,16.93978658306558,37.12503494549208,15.929118859680209,31.48165184703584,-10.168106101450489,-9.157438378065118
8,12296,63,2.8240187026347914,6.564886871246531,5.371289200168603,9.121404909993997,3.5822704028826102,7.693612936469783,-2.547270497533811,-0.7582517002478188
8,12415,47,4.391829150113066,7.441799097380558,6.75877339831506,10.070392911066888,9.115189813695316,16.300764072900996,-2.3669442482019933,-4.72336066358225
8,12575,84,7.530459447953945,23.228374965252694,11.65222027694714,29.563327604766958,10.253841164099391,28.041152809017216,-4.121760828993196,-2.7233817161454468
